Name,Rating,Review Count,location,Address,Phone
Chick-fil-A,3.5,50,"{'address1': '1525 40th St', 'address2': None, 'address3': '', 'city': 'Emeryville', 'zip_code': '94608', 'country': 'US', 'state': 'CA', 'display_address': ['1525 40th St', 'Emeryville, CA 94608']}","1525 40th St, Emeryville, CA 94608",
Bonchon,3.5,79,"{'address1': '135TH 4th St', 'address2': 'Metreon', 'address3': None, 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['135TH 4th St', 'Metreon', 'San Francisco, CA 94103']}","135TH 4th St, Metreon, San Francisco, CA 94103",+14152364176
Patxi's Pizza,3.5,2535,"{'address1': '511 Hayes St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['511 Hayes St', 'San Francisco, CA 94102']}","511 Hayes St, San Francisco, CA 94102",+14155589991
El Rancho Grande,3.5,166,"{'address1': '1654 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1654 Haight St', 'San Francisco, CA 94117']}","1654 Haight St, San Francisco, CA 94117",+14158749371
Papalote Mexican Grill,3.5,1443,"{'address1': '1777 Fulton St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1777 Fulton St', 'San Francisco, CA 94117']}","1777 Fulton St, San Francisco, CA 94117",+14157760106
Boudin Bakery & Cafe,3.5,461,"{'address1': ""170 O'farrel St"", 'address2': '', 'address3': ""Macy's Cellar"", 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': [""170 O'farrel St"", ""Macy's Cellar"", 'San Francisco, CA 94102']}","170 O'farrel St, Macy's Cellar, San Francisco, CA 94102",+14152964740
Pancho Villa Taqueria,3.5,2891,"{'address1': '3071 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3071 16th St', 'San Francisco, CA 94103']}","3071 16th St, San Francisco, CA 94103",+14158648840
Ike's Love & Sandwiches,3.5,353,"{'address1': '901 Polk St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['901 Polk St', 'San Francisco, CA 94109']}","901 Polk St, San Francisco, CA 94109",+14153511972
Pizza Zone N Grill,3.5,381,"{'address1': '178 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['178 Valencia St', 'San Francisco, CA 94103']}","178 Valencia St, San Francisco, CA 94103",+14157017300
Grubstake Diner,3.5,1187,"{'address1': '1525 Pine St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1525 Pine St', 'San Francisco, CA 94109']}","1525 Pine St, San Francisco, CA 94109",+14152288420
Carmelina's Taqueria,3.5,105,"{'address1': '500 Parnassus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94143', 'country': 'US', 'state': 'CA', 'display_address': ['500 Parnassus Ave', 'San Francisco, CA 94143']}","500 Parnassus Ave, San Francisco, CA 94143",+14155021121
The Stinking Rose,3.5,240,"{'address1': '430 Columbus Ave', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['430 Columbus Ave', 'San Francisco, CA 94133']}","430 Columbus Ave, San Francisco, CA 94133",+14157817673
Proposition Chicken,3.5,100,"{'address1': '3465 California St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3465 California St', 'San Francisco, CA 94118']}","3465 California St, San Francisco, CA 94118",+14154220646
SF Hole In The Wall Pizza,3.5,290,"{'address1': '3244 Scott St San Francisco', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3244 Scott St San Francisco', 'San Francisco, CA 94123']}","3244 Scott St San Francisco, San Francisco, CA 94123",+14157752580
TL's Krispy Krunchy Chicken,3.5,97,"{'address1': '177 Eddy St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['177 Eddy St', 'San Francisco, CA 94102']}","177 Eddy St, San Francisco, CA 94102",+15107035443
Toast Eatery,3.5,814,"{'address1': '1748 Church St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94131', 'country': 'US', 'state': 'CA', 'display_address': ['1748 Church St', 'San Francisco, CA 94131']}","1748 Church St, San Francisco, CA 94131",+14152824328
Lemonade,3.5,647,"{'address1': '781 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['781 Mission St', 'San Francisco, CA 94103']}","781 Mission St, San Francisco, CA 94103",+14155220191
El Burrito Express,3.5,955,"{'address1': '1601 Taraval St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1601 Taraval St', 'San Francisco, CA 94116']}","1601 Taraval St, San Francisco, CA 94116",+14155668300
Shihlin Taiwan Street Snacks,3.5,251,"{'address1': '3251 20th Ave', 'address2': 'Space 250G', 'address3': None, 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['3251 20th Ave', 'Space 250G', 'San Francisco, CA 94132']}","3251 20th Ave, Space 250G, San Francisco, CA 94132",+14156834940
Costco Food Court,3.5,145,"{'address1': '450 10th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['450 10th St', 'San Francisco, CA 94103']}","450 10th St, San Francisco, CA 94103",+14156264832
Double Decker,3.5,468,"{'address1': '465 Grove St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['465 Grove St', 'San Francisco, CA 94102']}","465 Grove St, San Francisco, CA 94102",+14155528042
Gyro King,3.5,609,"{'address1': '25 Grove St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['25 Grove St', 'San Francisco, CA 94102']}","25 Grove St, San Francisco, CA 94102",+14156218313
Mel's Drive-In,3.5,2575,"{'address1': '801 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['801 Mission St', 'San Francisco, CA 94103']}","801 Mission St, San Francisco, CA 94103",+14152270793
Bill's Place,3.5,837,"{'address1': '2315 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['2315 Clement St', 'San Francisco, CA 94121']}","2315 Clement St, San Francisco, CA 94121",+14152215262
Blaze Pizza,3.5,805,"{'address1': '3251 20th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['3251 20th Ave', 'San Francisco, CA 94132']}","3251 20th Ave, San Francisco, CA 94132",+14155730548
Perry's - Embarcadero,3.5,921,"{'address1': '155 Steuart St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['155 Steuart St', 'San Francisco, CA 94105']}","155 Steuart St, San Francisco, CA 94105",+14154956500
Starbird Chicken,3.5,104,"{'address1': '780 S Airport Blvd', 'address2': 'Terminal 1', 'address3': None, 'city': 'San Francisco', 'zip_code': '94128', 'country': 'US', 'state': 'CA', 'display_address': ['780 S Airport Blvd', 'Terminal 1', 'San Francisco, CA 94128']}","780 S Airport Blvd, Terminal 1, San Francisco, CA 94128",
El Super Burrito,3.5,398,"{'address1': '1200 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1200 Polk St', 'San Francisco, CA 94109']}","1200 Polk St, San Francisco, CA 94109",+14157719700
Los Hermanos Taqueria,3.5,262,"{'address1': '868 Geary St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['868 Geary St', 'San Francisco, CA 94109']}","868 Geary St, San Francisco, CA 94109",+14154740530
Burrito Loco,3.5,200,"{'address1': '850 Ulloa St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94127', 'country': 'US', 'state': 'CA', 'display_address': ['850 Ulloa St', 'San Francisco, CA 94127']}","850 Ulloa St, San Francisco, CA 94127",+14156654677
Spice Kit,3.5,573,"{'address1': '405 Howard St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['405 Howard St', 'San Francisco, CA 94105']}","405 Howard St, San Francisco, CA 94105",+14158824581
KFC,3.5,41,"{'address1': '4285 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4285 Mission St', 'San Francisco, CA 94112']}","4285 Mission St, San Francisco, CA 94112",+14153348318
Tower Burger,3.5,386,"{'address1': '729 Portola Dr', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94127', 'country': 'US', 'state': 'CA', 'display_address': ['729 Portola Dr', 'San Francisco, CA 94127']}","729 Portola Dr, San Francisco, CA 94127",+14155046340
Bellissimo Pizza,3.5,277,"{'address1': '920 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['920 Sutter St', 'San Francisco, CA 94109']}","920 Sutter St, San Francisco, CA 94109",+14158854445
Split,3.5,357,"{'address1': '2300 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2300 Polk St', 'San Francisco, CA 94109']}","2300 Polk St, San Francisco, CA 94109",
California Pizza Kitchen,3.5,637,"{'address1': '53 3rd St', 'address2': '53 Third St', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['53 3rd St', '53 Third St', 'San Francisco, CA 94103']}","53 3rd St, 53 Third St, San Francisco, CA 94103",+14152780443
Park Gyros,3.5,641,"{'address1': '1201 9th Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1201 9th Ave', 'San Francisco, CA 94122']}","1201 9th Ave, San Francisco, CA 94122",+14157310400
Tony's Coal-Fired Pizza And Slice House,3.5,545,"{'address1': '1556 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1556 Stockton St', 'San Francisco, CA 94133']}","1556 Stockton St, San Francisco, CA 94133",+14158359888
Papa Mak's Burgers,3.5,409,"{'address1': '3755 Noriega St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['3755 Noriega St', 'San Francisco, CA 94122']}","3755 Noriega St, San Francisco, CA 94122",+14153403171
Taqueria Zorro,3.5,444,"{'address1': '308 Columbus Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['308 Columbus Ave', 'San Francisco, CA 94133']}","308 Columbus Ave, San Francisco, CA 94133",
The Little Chihuahua,3.5,430,"{'address1': '4123 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4123 24th St', 'San Francisco, CA 94114']}","4123 24th St, San Francisco, CA 94114",+14156484157
The Habit Burger Grill,3.5,692,"{'address1': '305 Gellert Bl.', 'address2': 'Suite A', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['305 Gellert Bl.', 'Suite A', 'Daly City, CA 94015']}","305 Gellert Bl., Suite A, Daly City, CA 94015",+16503015034
Little Skillet,3.5,2133,"{'address1': '360 Ritch St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['360 Ritch St', 'San Francisco, CA 94107']}","360 Ritch St, San Francisco, CA 94107",+14157772777
Taqueria Castillo B,3.5,168,"{'address1': '86 McAllister St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['86 McAllister St', 'San Francisco, CA 94102']}","86 McAllister St, San Francisco, CA 94102",+14154311092
The Sausage Factory,3.5,628,"{'address1': '517 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['517 Castro St', 'San Francisco, CA 94114']}","517 Castro St, San Francisco, CA 94114",+14156261250
Taqueria Mana,3.5,291,"{'address1': '439 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['439 Stockton St', 'San Francisco, CA 94108']}","439 Stockton St, San Francisco, CA 94108",+14154213781
Big Mouth Burgers,3.5,574,"{'address1': '3392 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3392 24th St', 'San Francisco, CA 94110']}","3392 24th St, San Francisco, CA 94110",+14158214821
Lee's Deli,3.5,217,"{'address1': '303 Second St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['303 Second St', 'San Francisco, CA 94107']}","303 Second St, San Francisco, CA 94107",+14152847303
Barney's Gourmet Hamburgers,3.5,893,"{'address1': '4138 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4138 24th St', 'San Francisco, CA 94114']}","4138 24th St, San Francisco, CA 94114",+14152827770
Pizza Zone,3.5,227,"{'address1': '555 Beach St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['555 Beach St', 'San Francisco, CA 94133']}","555 Beach St, San Francisco, CA 94133",+14156551365
Que Huong Vietnamese Deli,3.5,212,"{'address1': '2138 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['2138 Irving St', 'San Francisco, CA 94122']}","2138 Irving St, San Francisco, CA 94122",+14156823828
Los Hermanos Mexican Food,3.5,355,"{'address1': '2026 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2026 Chestnut St', 'San Francisco, CA 94123']}","2026 Chestnut St, San Francisco, CA 94123",+14159215790
New Castillito Taquería ,3.5,239,"{'address1': '2092 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2092 Mission St', 'San Francisco, CA 94110']}","2092 Mission St, San Francisco, CA 94110",+14156216971
Baby Blues BBQ,3.5,1200,"{'address1': '3149 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3149 Mission St', 'San Francisco, CA 94110']}","3149 Mission St, San Francisco, CA 94110",+14158964250
Bun Mee,3.5,605,"{'address1': '650 Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['650 Market St', 'San Francisco, CA 94104']}","650 Market St, San Francisco, CA 94104",+14153628663
Gott's Roadside,3.5,2967,"{'address1': '1 Ferry Building', 'address2': 'Ste 6', 'address3': None, 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['1 Ferry Building', 'Ste 6', 'San Francisco, CA 94111']}","1 Ferry Building, Ste 6, San Francisco, CA 94111",+14153183423
B & J 1/4 Lb Burgers,3.5,85,"{'address1': '6202 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['6202 3rd St', 'San Francisco, CA 94124']}","6202 3rd St, San Francisco, CA 94124",+14158734935
Piccolo Pizza,3.5,385,"{'address1': ""799 O'Farrell St"", 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': [""799 O'Farrell St"", 'San Francisco, CA 94109']}","799 O'Farrell St, San Francisco, CA 94109",+14154093300
Irving Pizza,3.5,262,"{'address1': '928 Geary St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['928 Geary St', 'San Francisco, CA 94109']}","928 Geary St, San Francisco, CA 94109",+14157710110
The Cove on Castro Cafe,3.5,328,"{'address1': '434 Castro St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['434 Castro St', 'San Francisco, CA 94114']}","434 Castro St, San Francisco, CA 94114",+14156260462
Pied Piper San Francisco,3.5,392,"{'address1': '2 New Montgomery Street', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['2 New Montgomery Street', 'San Francisco, CA 94105']}","2 New Montgomery Street, San Francisco, CA 94105",+14155465089
Oasis Grill,3.5,106,"{'address1': '100 1st St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['100 1st St', 'San Francisco, CA 94105']}","100 1st St, San Francisco, CA 94105",+14152404291
Ziggy's Burgers,3.5,657,"{'address1': '21 Drumm St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['21 Drumm St', 'San Francisco, CA 94111']}","21 Drumm St, San Francisco, CA 94111",+14153918181
Hi Dive,3.5,563,"{'address1': 'The Embarcadero & Bryant St', 'address2': '', 'address3': 'Pier 28 1/2', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['The Embarcadero & Bryant St', 'Pier 28 1/2', 'San Francisco, CA 94105']}","The Embarcadero & Bryant St, Pier 28 1/2, San Francisco, CA 94105",+14159770170
Papalote Mexican Grill,3.5,2310,"{'address1': '3409 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3409 24th St', 'San Francisco, CA 94110']}","3409 24th St, San Francisco, CA 94110",+14159708815
Tender Greens,3.5,454,"{'address1': '30 Fremont St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['30 Fremont St', 'San Francisco, CA 94105']}","30 Fremont St, San Francisco, CA 94105",+14155435200
Soma Pizza & Grill,3.5,329,"{'address1': '483 3rd St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['483 3rd St', 'San Francisco, CA 94107']}","483 3rd St, San Francisco, CA 94107",+14155128000
The Old Clam House,3.5,991,"{'address1': '299 Bayshore Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['299 Bayshore Blvd', 'San Francisco, CA 94124']}","299 Bayshore Blvd, San Francisco, CA 94124",+14158264880
Tlaloc Sabor Mexicano,3.5,678,"{'address1': '525 Commercial St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['525 Commercial St', 'San Francisco, CA 94111']}","525 Commercial St, San Francisco, CA 94111",+15107530935
JJ Fish & Chicken - San Francisco,3.5,192,"{'address1': '5100 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['5100 3rd St', 'San Francisco, CA 94124']}","5100 3rd St, San Francisco, CA 94124",+14158223100
Red’s Java House,3.5,880,"{'address1': 'Pier 30', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['Pier 30', 'San Francisco, CA 94105']}","Pier 30, San Francisco, CA 94105",+14157775626
Wise Sons Jewish Deli,3.5,343,"{'address1': '736 Mission St', 'address2': '', 'address3': 'The Contemporary Jewish Museum', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['736 Mission St', 'The Contemporary Jewish Museum', 'San Francisco, CA 94103']}","736 Mission St, The Contemporary Jewish Museum, San Francisco, CA 94103",+14156557887
Fish & Chips of Sausalito,3.5,350,"{'address1': '817 Bridgeway', 'address2': '', 'address3': '', 'city': 'Sausalito', 'zip_code': '94965', 'country': 'US', 'state': 'CA', 'display_address': ['817 Bridgeway', 'Sausalito, CA 94965']}","817 Bridgeway, Sausalito, CA 94965",+14153322622
Wendy's,3.5,21,"{'address1': '176 Gateway Blvd', 'address2': '', 'address3': 'San Francisco International Airport', 'city': 'South San Francisco', 'zip_code': '94128', 'country': 'US', 'state': 'CA', 'display_address': ['176 Gateway Blvd', 'San Francisco International Airport', 'South San Francisco, CA 94128']}","176 Gateway Blvd, San Francisco International Airport, South San Francisco, CA 94128",
Taqueria El Jalapeno,3.5,158,"{'address1': '1338 Ocean Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['1338 Ocean Ave', 'San Francisco, CA 94105']}","1338 Ocean Ave, San Francisco, CA 94105",+14155848600
Pacific Catch,3.5,2060,"{'address1': '1200 9th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1200 9th Ave', 'San Francisco, CA 94122']}","1200 9th Ave, San Francisco, CA 94122",+14155046905
Gilroy Garlic Fries,3.5,80,"{'address1': '24 Willie Mays Plz', 'address2': '', 'address3': 'AT&T Park', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['24 Willie Mays Plz', 'AT&T Park', 'San Francisco, CA 94107']}","24 Willie Mays Plz, AT&T Park, San Francisco, CA 94107",
Boudin,3.5,290,"{'address1': '4 Embarcadero Ctr', 'address2': '', 'address3': 'Justin Herman Plaza', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['4 Embarcadero Ctr', 'Justin Herman Plaza', 'San Francisco, CA 94111']}","4 Embarcadero Ctr, Justin Herman Plaza, San Francisco, CA 94111",+14153623330
Gambino's New York Subs,3.5,306,"{'address1': '1 Embarcadero Ctr', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['1 Embarcadero Ctr', 'San Francisco, CA 94111']}","1 Embarcadero Ctr, San Francisco, CA 94111",+14158349120
Boudin,3.5,1045,"{'address1': 'Pier 39', 'address2': 'Ste 5-Q', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['Pier 39', 'Ste 5-Q', 'San Francisco, CA 94133']}","Pier 39, Ste 5-Q, San Francisco, CA 94133",+14154210185
Aramex,3.5,34,"{'address1': '2020 Mission St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2020 Mission St', 'San Francisco, CA 94110']}","2020 Mission St, San Francisco, CA 94110",+14159238481
Allstar Donuts & Burgers,3.5,29,"{'address1': '290 Golden Gate Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['290 Golden Gate Ave', 'San Francisco, CA 94102']}","290 Golden Gate Ave, San Francisco, CA 94102",+14159215541
Tacos San Buena,3.5,106,"{'address1': '375 Pacific Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['375 Pacific Ave', 'San Francisco, CA 94111']}","375 Pacific Ave, San Francisco, CA 94111",+14155596127
Golden Gate Tap Room,3.5,1056,"{'address1': '449 Powell St', 'address2': 'Fl 2', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['449 Powell St', 'Fl 2', 'San Francisco, CA 94108']}","449 Powell St, Fl 2, San Francisco, CA 94108",+14156779999
Cafe Colma,3.5,454,"{'address1': '1700 Hillside Blvd', 'address2': '', 'address3': '', 'city': 'Colma', 'zip_code': '94014', 'country': 'US', 'state': 'CA', 'display_address': ['1700 Hillside Blvd', 'Colma, CA 94014']}","1700 Hillside Blvd, Colma, CA 94014",+16507582237
Firehouse Subs,3.5,166,"{'address1': '2680 Fifth St', 'address2': 'Ste B', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['2680 Fifth St', 'Ste B', 'Alameda, CA 94501']}","2680 Fifth St, Ste B, Alameda, CA 94501",+15102178278
Proper Food,3.5,40,"{'address1': '35 Spear St One Market Plz', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['35 Spear St One Market Plz', 'San Francisco, CA 94105']}","35 Spear St One Market Plz, San Francisco, CA 94105",+14158902484
Bonchon,3.5,821,"{'address1': '2278 Westborough Blvd', 'address2': 'Ste 208', 'address3': '', 'city': 'South San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['2278 Westborough Blvd', 'Ste 208', 'South San Francisco, CA 94080']}","2278 Westborough Blvd, Ste 208, South San Francisco, CA 94080",+16506364192
Oasis Grill,3.5,291,"{'address1': '711B Market St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['711B Market St', 'San Francisco, CA 94103']}","711B Market St, San Francisco, CA 94103",+14156530464
Baiano Pizzeria,3.5,403,"{'address1': '1330 9th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1330 9th Ave', 'San Francisco, CA 94122']}","1330 9th Ave, San Francisco, CA 94122",+14156653777
Me So Hungry,3.5,202,"{'address1': '', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94107']}","San Francisco, CA 94107",+14153663886
Chowder Hut Fresh Grill,3.5,655,"{'address1': '2890 Taylor St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['2890 Taylor St', 'San Francisco, CA 94133']}","2890 Taylor St, San Francisco, CA 94133",+14157761849
Proposition Chicken,3.5,533,"{'address1': '3260 Lakeshore Ave', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94610', 'country': 'US', 'state': 'CA', 'display_address': ['3260 Lakeshore Ave', 'Oakland, CA 94610']}","3260 Lakeshore Ave, Oakland, CA 94610",+15108085172
Lunch Box,3.5,37,"{'address1': '50 Phelan Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['50 Phelan Ave', 'San Francisco, CA 94112']}","50 Phelan Ave, San Francisco, CA 94112",
